gene_id	logFC	logCPM	PValue	FDR	gene	score	specie	score_corrected	pos_score	pos_score_corr	pass_thr
ENSMUSG00000024160	0.552227804565886	6.13980992466721	0.0241863398212714	0.0893501300658054	Spsb3	-10.9574645931856	mus	-14.2991012096706	FALSE	FALSE	FALSE
ENSMUSG00000024163	0.47738636547787	7.69354125710193	0.0477331651869225	0.147653005158772	Mapk8ip3	-11.5629053754724	mus	-14.5706212324286	FALSE	FALSE	FALSE
ENSMUSG00000024165	-0.553913566271067	4.51970797862805	0.051781486004687	0.156414744382886	Hn1l	-11.6354029692554	mus	-14.5925199835357	FALSE	FALSE	FALSE
ENSMUSG00000024169	-0.335220497756435	6.47794066054712	0.179692113613045	0.376417777415327	Ift140	-12.7434556835643	mus	-15.0541483061039	FALSE	FALSE	FALSE
ENSMUSG00000024170	-0.244326991753478	5.60994183690883	0.360347132496945	0.58216595744547	Telo2	-13.3631316931296	mus	-15.3309183426806	FALSE	FALSE	FALSE
ENSMUSG00000024174	-0.607094211678069	3.81946271214463	0.03597473761774	0.119484465934307	Pot1b	-11.3110449550913	mus	-14.453697104501	FALSE	FALSE	FALSE
ENSMUSG00000024177	0.885676153947084	3.97865774504135	0.0113623185020122	0.0502379044808003	Nme4	-10.2846551194395	mus	-13.9886617889116	FALSE	FALSE	FALSE
ENSMUSG00000024180	-0.560831551343024	4.57842872681749	0.053433959656146	0.160445480042494	Tmem8	-11.6633790393251	mus	-14.6001743151101	FALSE	FALSE	FALSE
ENSMUSG00000024181	0.0667828624054838	5.94200615669809	0.790093999785689	0.899869547360398	Mrpl28	-14.0623006499858	mus	-15.6628045449859	FALSE	FALSE	FALSE
ENSMUSG00000024182	-0.275010049206119	6.9184487026273	0.270124528548208	0.487734543870254	Axin1	-13.1064842414745	mus	-15.2093028702745	FALSE	FALSE	FALSE
ENSMUSG00000024186	2.48158798874044	5.66588358042318	1.64411708436192e-09	4.51344476254933e-08	Rgs11	3.74051603626479	mus	-6.60380822095587	TRUE	FALSE	TRUE
ENSMUSG00000024187	1.09672326227729	4.55862165167434	0.00179962597896105	0.011779274202069	Itfg3	-8.64358869495544	mus	-13.1429459659807	FALSE	FALSE	TRUE
ENSMUSG00000024188	0.230340658225397	6.78234404575986	0.351025939646188	0.573309870438074	Luc7l	-13.3397920141315	mus	-15.3181943558598	FALSE	FALSE	FALSE
ENSMUSG00000024190	-0.461901551311329	5.41166323289424	0.113656093066076	0.276240924043347	Dusp1	-12.3355162707412	mus	-14.8815010619369	FALSE	FALSE	FALSE
ENSMUSG00000024191	0.122504434006365	4.97575000152871	0.63650162218053	0.806398982268178	Bnip1	-13.8697915564026	mus	-15.5633385736846	FALSE	FALSE	FALSE
ENSMUSG00000024193	-0.746627552607534	5.10635841677058	0.0364008480151111	0.120684473256035	Phf1	-11.3215314658983	mus	-14.4559548379624	FALSE	FALSE	FALSE
ENSMUSG00000024194	-0.042258275265922	5.77987000254546	0.890091598328293	0.949221478297415	Cuta	-14.1684315452462	mus	-15.7189453380061	FALSE	FALSE	FALSE
ENSMUSG00000024197	0.40658296203619	5.71957109853255	0.107840282692904	0.266984152122274	Plin3	-12.2887385132679	mus	-14.8566808112291	FALSE	FALSE	FALSE
ENSMUSG00000024201	0.700150517226281	6.42487050010488	0.00732716783472179	0.0357807894306585	Kdm4b	-9.89395200004213	mus	-13.7940366840466	FALSE	FALSE	FALSE
ENSMUSG00000024206	-1.88354645975793	2.20913770270364	0.000499411421926048	0.00404049516088323	Rfx2	-7.50196909085436	mus	-12.5456530555727	FALSE	FALSE	TRUE
ENSMUSG00000024208	0.445721275165863	4.93545065842036	0.0869056086296254	0.228308573999249	2900010M23Rik	-12.0965288827913	mus	-14.7777615852681	FALSE	FALSE	FALSE
ENSMUSG00000024212	0.0713247270556425	6.30665016066489	0.767361019612244	0.887824859907591	Mllt1	-14.0363009907645	mus	-15.6488661126851	FALSE	FALSE	FALSE
ENSMUSG00000024213	-0.0879133013212098	5.97910819745852	0.736250399054938	0.86889360956502	Nudt3	-13.999443056214	mus	-15.6312152060533	FALSE	FALSE	FALSE
ENSMUSG00000024217	-0.0311178812639341	4.73064124000476	0.907366566547022	0.95867675158675	Snrpc	-14.1855501272738	mus	-15.726353525009	FALSE	FALSE	FALSE
ENSMUSG00000024218	0.160164727927141	4.92168777603039	0.552250109326447	0.747823351291285	Taf11	-13.743343763376	mus	-15.5017840539383	FALSE	FALSE	FALSE
ENSMUSG00000024219	0.510823500432271	6.24084148647152	0.0350060850996194	0.117102691262888	Anks1	-11.2867369177277	mus	-14.4431911872738	FALSE	FALSE	FALSE
ENSMUSG00000024220	0.455432085097224	4.72112926774245	0.0869402052204863	0.228345771727431	Zfp523	-12.0968833409884	mus	-14.7778357013153	FALSE	FALSE	FALSE
ENSMUSG00000024222	-0.755423936812381	6.16401997834961	0.020872215601835	0.0800842255904199	Fkbp5	-10.8262227071922	mus	-14.2328726000861	FALSE	FALSE	FALSE
ENSMUSG00000024231	0.561437964466675	6.83243195570518	0.0386924156677212	0.126222002994292	Cul2	-11.3759018647966	mus	-14.4866868264036	FALSE	FALSE	FALSE
ENSMUSG00000024232	1.32802162964688	1.09329111818916	0.000688149470885073	0.00534308133300829	Bambi	-7.78746291367157	mus	-12.6732496141613	FALSE	FALSE	TRUE
ENSMUSG00000024234	0.0390138470046982	5.74684373921503	0.887354297390534	0.947651818635654	Mtpap	-14.165688566454	mus	-15.7175160153225	FALSE	FALSE	FALSE
ENSMUSG00000024235	0.298194798748116	5.9807146522499	0.463998357825202	0.677634871268203	Map3k8	-13.5882784429371	mus	-15.4343186675779	FALSE	FALSE	FALSE
ENSMUSG00000024236	-0.431752901180102	6.63821120601702	0.0817533519675304	0.218210750485718	Svil	-12.042101284621	mus	-14.7597035613455	FALSE	FALSE	FALSE
ENSMUSG00000024238	0.660810866509726	6.41616768408803	0.00955662220351857	0.0440132480955948	Zeb1	-10.1305265671363	mus	-13.8965664698495	FALSE	FALSE	FALSE
ENSMUSG00000024240	-0.732702082419353	5.94950114578579	0.00467795578759972	0.0254215953379629	Epc1	-9.49433038227736	mus	-13.5865351505655	FALSE	FALSE	FALSE
ENSMUSG00000024241	-0.0614894296624899	5.76269831865752	0.82061790115721	0.914920296665431	Sos1	-14.0960581379054	mus	-15.6798252664823	FALSE	FALSE	FALSE
ENSMUSG00000024242	-1.24498965502206	3.11548076413919	7.81589599642445e-05	0.00081614024269206	Map4k3	-5.85024979485094	mus	-11.7024612112866	FALSE	FALSE	TRUE
ENSMUSG00000024246	-0.504855205044597	3.2112543784374	0.117758729485043	0.282464208788405	Thumpd2	-12.3670963571515	mus	-14.897628250851	FALSE	FALSE	FALSE
ENSMUSG00000024248	-0.100415828995399	5.23741564596267	0.771452527874813	0.890413674168241	Cox7a2l	-14.0410368022352	mus	-15.6520337029702	FALSE	FALSE	FALSE
ENSMUSG00000024251	0.315925126866719	6.41883577508656	0.23181351474403	0.443704677583541	Thada	-12.9702723660221	mus	-15.1488506707631	FALSE	FALSE	FALSE
ENSMUSG00000024258	0.364903231326208	5.49217570465518	0.193435244577821	0.396051307983873	Polr2d	-12.8090885010488	mus	-15.0773121565957	FALSE	FALSE	FALSE
ENSMUSG00000024259	-0.0719020743484562	5.4670328214969	0.779749857739443	0.894779890294876	Slc25a46	-14.0505641053851	mus	-15.6567779282971	FALSE	FALSE	FALSE
ENSMUSG00000024260	-0.257574724232073	6.69023315457006	0.312133530299002	0.533578325280102	Sap130	-13.2352137369242	mus	-15.2675339623985	FALSE	FALSE	FALSE
ENSMUSG00000024269	-0.641047485404567	3.51554812414216	0.0453662967750294	0.142062117115304	5730494M16Rik	-11.5176138983654	mus	-14.5520213787305	FALSE	FALSE	FALSE
ENSMUSG00000024270	0.380973157961275	6.71807798084914	0.140169588552064	0.318510232436895	Slc39a6	-12.5222464088617	mus	-14.9613943446793	FALSE	FALSE	FALSE
ENSMUSG00000024271	-0.0234309524072763	7.16903327631494	0.925416323840076	0.966713425042275	Elp2	-14.2030917730115	mus	-15.7351248077438	FALSE	FALSE	FALSE
ENSMUSG00000024273	-0.0638013064540759	3.01914828675288	0.839730786222422	0.9236377312919	2700062C07Rik	-14.1165623024981	mus	-15.6920790090245	FALSE	FALSE	FALSE
ENSMUSG00000024274	-0.694391904124714	1.6817926192716	0.0470343213451139	0.14589518944724	Zscan30	-11.5497705410302	mus	-14.5670334355252	FALSE	FALSE	FALSE
ENSMUSG00000024276	-0.339703584346091	5.17945142804099	0.194858530494062	0.39790977166569	Zfp397	-12.8156172447373	mus	-15.0790536282582	FALSE	FALSE	FALSE
ENSMUSG00000024277	-0.126555941529481	5.79337929187077	0.738601978259475	0.870301580280161	Mapre2	-14.0022829845218	mus	-15.6327614482033	FALSE	FALSE	FALSE
ENSMUSG00000024283	-0.179207230233212	6.96019344321411	0.454302201194232	0.669385890120217	Wac	-13.5694711250864	mus	-15.4245195128304	FALSE	FALSE	FALSE
ENSMUSG00000024286	-0.149569672625106	6.4374488838652	0.543220155397503	0.740983859877463	Ccny	-13.7286615771674	mus	-15.4960718622836	FALSE	FALSE	FALSE
ENSMUSG00000024287	-0.167087936128076	6.28857936008544	0.494765761977703	0.704026726767304	Thoc1	-13.6454558136941	mus	-15.457526709289	FALSE	FALSE	FALSE
ENSMUSG00000024290	-0.374411735242464	8.02681134660462	0.122186314159814	0.289534548935399	Rock1	-12.3999664053741	mus	-14.9110996699236	FALSE	FALSE	FALSE
ENSMUSG00000024293	-0.299616868609067	6.39184602438048	0.223444903503252	0.433645222282452	Esco1	-12.9375277213529	mus	-15.1344927823657	FALSE	FALSE	FALSE
ENSMUSG00000024294	0.515550819384711	6.20479098454495	0.0690429798546168	0.192038141378052	Mib1	-11.8916156293858	mus	-14.711813480828	FALSE	FALSE	FALSE
ENSMUSG00000024298	-0.691135624889431	5.7619999126807	0.0182751859159968	0.0722098183711324	Zfp871	-10.7078890608152	mus	-14.1846723644084	FALSE	FALSE	FALSE
ENSMUSG00000024299	-1.16873126239281	6.45053381584989	0.00192159268233375	0.0124247424998351	Adamts10	-8.70198799394878	mus	-13.1652350073014	FALSE	FALSE	TRUE
ENSMUSG00000024300	5.07148070131073	5.01680194766861	1.303813699794e-16	8.82879422290812e-15	Myo1f	18.3012698729306	mus	0.429139107505466	TRUE	TRUE	TRUE
ENSMUSG00000024301	-0.620558978536811	4.86331189132451	0.0287198693389931	0.100939635144564	Kifc5b	-11.1104648377605	mus	-14.3738125407861	FALSE	FALSE	FALSE
ENSMUSG00000024308	-0.457707735147569	8.17605061232216	0.0568246727249299	0.167653041551529	Tapbp	-11.7181703072356	mus	-14.6259848807469	FALSE	FALSE	FALSE
ENSMUSG00000024309	0.236240090713623	5.89823131872217	0.342136466112315	0.56441191330736	H2-Ke2	-13.316948611106	mus	-15.3064352995245	FALSE	FALSE	FALSE
ENSMUSG00000024312	-0.199544854689124	6.35399211799972	0.439037716050931	0.6566424809769	Wdr46	-13.5390339990735	mus	-15.4078128990318	FALSE	FALSE	FALSE
ENSMUSG00000024317	-0.290961979131642	4.71175819919351	0.28054245123755	0.499124332432667	Rnf138	-13.1401850148514	mus	-15.2230149820053	FALSE	FALSE	FALSE
ENSMUSG00000024319	-0.305879281299921	6.82227421081621	0.216355665056641	0.42536368919195	Vps52	-12.9088148010032	mus	-15.120403006024	FALSE	FALSE	FALSE
ENSMUSG00000024325	-0.468036135557749	5.02250228602988	0.0666881773934771	0.18740115845506	Ring1	-11.8607116462887	mus	-14.6983101067828	FALSE	FALSE	FALSE
ENSMUSG00000024327	0.597503380312052	7.70881544845707	0.0219578338287131	0.0833621737574621	Slc39a7	-10.8713789224621	mus	-14.2463825392295	FALSE	FALSE	FALSE
ENSMUSG00000024330	-1.33498293065955	4.94807700726291	4.06102252733682e-06	5.85468447715282e-05	Col11a2	-3.21657108813427	mus	-10.4126200831976	FALSE	FALSE	TRUE
ENSMUSG00000024334	-0.317910343968775	3.27097047845886	0.402042026939999	0.622852962701138	H2-Oa	-13.4606386643096	mus	-15.3705288480959	FALSE	FALSE	FALSE
ENSMUSG00000024335	0.0450843298906695	9.17237753640797	0.855616270493817	0.932118323503557	Brd2	-14.1332520783116	mus	-15.7000876388364	FALSE	FALSE	FALSE
ENSMUSG00000024337	-1.09181556836449	7.31428917523386	8.48641722119689e-06	0.000112477745684974	Psmb9	-3.8729465952298	mus	-10.8363250131709	FALSE	FALSE	TRUE
ENSMUSG00000024338	-0.798659387865037	8.26879364995182	0.0045415403628966	0.0248616513839509	Psmb8	-9.46797411280174	mus	-13.5705439035553	FALSE	FALSE	FALSE
ENSMUSG00000024339	-0.707559743635467	7.97229025290704	0.00484741473985536	0.0261423337203132	Tap2	-9.52602054084683	mus	-13.6015776439842	FALSE	FALSE	FALSE
ENSMUSG00000024346	-0.0685397972520757	5.61303895329457	0.789928190727195	0.899864159359192	Pfdn1	-14.0621137363357	mus	-15.6626307863938	FALSE	FALSE	FALSE
ENSMUSG00000024349	-0.223790210511905	7.74309922054009	0.405876452332553	0.626106058995084	Tmem173	-13.469092074857	mus	-15.3753261822969	FALSE	FALSE	FALSE
ENSMUSG00000024350	0.555573394152352	4.04061370065077	0.0543158847480791	0.162135020114958	Dnajc18	-11.6779578030035	mus	-14.6093150048655	FALSE	FALSE	FALSE
ENSMUSG00000024352	0.189741084923711	3.61277534536678	0.548134409368896	0.744144077263509	Spata24	-13.7366818771699	mus	-15.4991858825264	FALSE	FALSE	FALSE
ENSMUSG00000024357	0.0541993930666309	5.2859594484222	0.832238355139087	0.919560832868771	Sil1	-14.1085806400596	mus	-15.6883007302964	FALSE	FALSE	FALSE
ENSMUSG00000024359	0.621259294500629	9.11555841792885	0.0582432553600957	0.170438280604352	Hspa9	-11.7401295975251	mus	-14.6371205085954	FALSE	FALSE	FALSE
ENSMUSG00000024360	0.148026334177079	8.11265975171485	0.596348114098952	0.780119128770354	Etf1	-13.8117601718257	mus	-15.5342657114417	FALSE	FALSE	FALSE
ENSMUSG00000024369	0.0182829143675123	6.61508795523504	0.944569208275333	0.97459951187745	Rdbp	-14.2213352275636	mus	-15.7453340723017	FALSE	FALSE	FALSE
ENSMUSG00000024370	-0.427011765683894	6.5211836308991	0.0761284142230112	0.206853786992632	Cdc23	-11.9786170996342	mus	-14.740240033786	FALSE	FALSE	FALSE
ENSMUSG00000024378	0.135041511113752	6.16937072961662	0.584122350986476	0.772648409063776	Stard4	-13.7933128922586	mus	-15.5251126628393	FALSE	FALSE	FALSE
ENSMUSG00000024380	0.0747699809562195	4.54551925858117	0.830469467782282	0.918643478559901	Gypc	-14.1066857659941	mus	-15.6871776717628	FALSE	FALSE	FALSE
